Trigger_Date,2023/08/04
Trigger_Time,T 11:24:12.466 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.562
Time (ms),Voltage (V),Current (A)
4.79,279.147,38.193
4.82,278.024,37.952
4.85,276.866,37.643
4.88,275.708,37.288
4.92,274.339,36.979
4.95,273.111,36.864
4.98,272.128,36.83
5.01,270.97,36.726
5.05,269.672,36.566
5.08,268.408,36.303
5.11,266.969,35.902
5.14,265.355,35.512
5.18,263.741,35.226
5.21,262.196,35.02
5.24,260.652,34.825
5.28,259.038,34.664
5.31,257.529,34.561
5.34,256.055,34.378
5.37,254.475,34.08
5.41,252.721,33.817
5.44,251.212,33.656
5.47,249.773,33.485
5.5,248.228,33.324
5.54,246.895,33.29
5.57,245.456,32.958
5.6,243.456,32.419
5.63,241.42,31.972
5.67,239.665,31.743
5.7,237.981,31.526
5.73,236.086,31.262
5.76,233.98,30.987
5.8,231.944,30.655
5.83,230.19,30.54
5.86,228.54,30.46
5.89,226.68,30.105
5.93,224.609,29.75
5.96,222.714,29.59
5.99,221.1,29.361
6.02,219.17,29.005
6.06,217.169,28.742
6.09,215.239,28.444
6.12,213.098,27.952
6.15,210.782,27.436
6.19,208.501,27.024
6.22,205.869,26.68
6.25,203.412,26.382
6.28,201.306,26.13
6.32,199.236,25.912
6.35,196.779,25.603
6.38,194.217,25.099
6.41,191.62,24.595
6.45,188.918,24.102
6.48,186.075,23.53
6.51,183.127,23.083
6.54,180.389,22.819
6.58,177.722,22.453
6.61,174.704,21.926
6.64,171.545,21.307
6.68,168.387,20.838
6.71,165.228,20.311
6.74,161.894,19.726
6.77,158.595,19.406
6.81,155.472,19.028
6.84,152.489,18.833
6.87,149.576,18.535
6.9,146.312,17.939
6.94,142.978,17.344
6.97,139.714,16.931
7.0,136.661,16.507
7.03,133.467,16.038
7.07,130.133,15.66
7.1,127.045,15.328
7.13,124.062,14.949
7.16,120.973,14.537
7.2,117.709,14.01
7.23,114.34,13.472
7.26,111.006,12.945
7.29,107.777,12.544
7.33,104.654,12.235
7.36,101.46,11.879
7.39,98.337,11.49
7.42,95.143,11.032
