Trigger_Date,2023/08/25
Trigger_Time,T 11:52:05.688 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.545
Time (ms),Voltage (V),Current (A)
4.36,285.429,43.325
4.39,284.692,43.119
4.43,284.447,43.291
4.46,284.938,43.291
4.49,284.938,43.245
4.52,284.201,43.256
4.56,283.64,43.233
4.59,283.324,43.107
4.62,282.657,42.947
4.65,281.639,42.798
4.69,280.867,42.706
4.72,280.305,42.5
4.75,279.393,42.202
4.78,278.13,41.996
4.82,276.866,41.744
4.85,275.919,41.549
4.88,274.655,41.274
4.91,273.322,40.942
4.95,272.093,40.747
4.98,271.111,40.576
5.01,269.847,40.289
5.04,268.127,40.049
5.08,266.548,39.842
5.11,265.32,39.625
5.14,263.776,39.327
5.17,262.021,38.937
5.21,260.371,38.743
5.24,258.932,38.514
5.27,257.564,38.273
5.3,255.879,38.01
5.34,253.738,37.757
5.37,251.843,37.563
5.4,250.65,37.574
5.44,249.246,37.334
5.47,247.421,36.956
5.5,245.526,36.738
5.53,243.842,36.658
5.57,242.297,36.555
5.6,240.578,36.383
5.63,238.647,36.177
5.66,236.928,36.028
5.7,235.278,35.89
5.73,233.418,35.661
5.76,231.488,35.478
5.79,229.733,35.363
5.83,227.803,35.1
5.86,225.803,34.722
5.89,223.697,34.401
5.92,221.591,34.16
5.96,219.45,33.897
5.99,217.45,33.656
6.02,215.485,33.439
6.05,213.519,33.164
6.09,211.273,32.82
6.12,208.817,32.534
6.15,206.535,32.247
6.18,204.289,31.858
6.22,201.973,31.468
6.25,199.622,31.136
6.28,197.305,30.793
6.31,195.024,30.529
6.35,192.778,30.185
6.38,190.392,29.865
6.41,188.11,29.635
6.44,185.654,29.315
6.48,183.092,28.902
6.51,180.6,28.65
6.54,178.178,28.307
6.57,175.511,27.837
6.61,172.668,27.413
6.64,169.861,26.955
6.67,166.983,26.474
6.7,164.175,25.89
6.74,161.192,25.317
6.77,158.034,24.813
6.8,154.875,24.171
6.83,152.138,23.862
6.87,149.541,23.461
6.9,146.698,22.98
6.93,143.364,22.533
6.96,140.381,22.144
7.0,137.398,21.72
7.03,134.59,21.25
7.06,131.677,20.849
7.09,128.484,20.276
7.13,125.009,19.772
7.16,121.675,19.303
7.19,118.622,18.81
7.23,115.533,18.237
7.26,112.34,17.619
7.29,109.006,17.172
7.32,105.812,16.782
7.36,102.689,16.324
7.39,99.635,15.866
7.42,96.477,15.396
7.45,93.073,14.904
